Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Acquitted_or_Discharged,Cases_charge_sheets_were_not_laid_but_Final_Report_submitted,Cases_Chargesheeted,Cases_Compounded_or_Withdrawn,Cases_Convicted,Cases_Declared_False_on_Account_of_Mistake_of_Fact_or_of_Law,Cases_Investigated_Chargesheets+FR_Submitted,Cases_not_Investigated_or_in_which_investigation_was_refused,Cases_Pending_Investigation_at_Year_End,Cases_Pending_Investigation_from_previous_year,Cases_Pending_Trial_at_Year_End,Cases_Pending_Trial_from_the_previous_year,Cases_Reported,Cases_Sent_for_Trial,Cases_Trials_Completed,Cases_Withdrawn_by_the_Govt,Cases_withdrawn_by_the_Govt_during_investigation,Total_Cases_for_Trial
Mizoram,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,14.0,12.0,5.0,2.0,0.0,0.0,0.0,14.0
Puducherry,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Sikkim,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttarakhand,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2010.0,Importation of Girls,07. Importation of Girls,8.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,10.0,10.0,18.0,18.0,8.0,8.0,8.0,0.0,0.0,26.0
Andaman & Nicobar Islands,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,240.0,0.0,1351.0,0.0,1092.0,5.0,1351.0,0.0,33.0,57.0,407.0,388.0,1332.0,1351.0,1332.0,0.0,0.0
Arunachal Pradesh,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Assam,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,3.0,7.0,5.0,0.0,2.0,0.0,12.0,0.0,16.0,22.0,19.0,19.0,6.0,5.0,5.0,0.0,0.0
Bihar,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,10.0,0.0,28.0,0.0,2.0,1.0,28.0,0.0,9.0,9.0,70.0,54.0,29.0,28.0,12.0,0.0,0.0
Chandigarh,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,22.0,19.0,3.0,3.0,0.0,0.0,0.0
Chhattisgarh,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,2.0,0.0,11.0,0.0,4.0,0.0,11.0,0.0,1.0,0.0,19.0,14.0,12.0,11.0,6.0,0.0,0.0
Dadra & Nagar Haveli,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0
Delhi,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,3.0,0.0,96.0,0.0,44.0,0.0,96.0,0.0,78.0,79.0,665.0,616.0,95.0,96.0,47.0,0.0,0.0
Goa,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,2.0,0.0,28.0,0.0,64.0,0.0,28.0,0.0,0.0,0.0,24.0,62.0,28.0,28.0,66.0,0.0,0.0
Gujarat,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,2.0,0.0,68.0,0.0,7.0,0.0,68.0,0.0,0.0,7.0,177.0,118.0,61.0,68.0,9.0,0.0,0.0
Haryana,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,8.0,0.0,21.0,0.0,1.0,0.0,21.0,0.0,2.0,2.0,42.0,30.0,21.0,21.0,9.0,0.0,0.0
Himachal Pradesh,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
Jammu & Kashmir,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,9.0,8.0,7.0,2.0,1.0,0.0,0.0
Jharkhand,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,8.0,9.0,3.0,2.0,3.0,0.0,0.0
Karnataka,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,137.0,1.0,1359.0,1.0,1255.0,0.0,1360.0,0.0,8.0,12.0,674.0,708.0,1356.0,1359.0,1392.0,0.0,0.0
Kerala,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,61.0,0.0,130.0,0.0,24.0,0.0,130.0,0.0,25.0,23.0,276.0,231.0,132.0,130.0,85.0,0.0,0.0
Lakshadweep,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,15.0,0.0,14.0,0.0,17.0,0.0,14.0,0.0,1.0,0.0,52.0,70.0,15.0,14.0,32.0,0.0,0.0
Maharashtra,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,33.0,0.0,232.0,1.0,55.0,0.0,232.0,0.0,471.0,470.0,2071.0,1928.0,233.0,232.0,88.0,0.0,0.0
Manipur,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,4.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,7.0,0.0,0.0
Meghalaya,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0
Nagaland,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Odisha,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,10.0,0.0,26.0,0.0,3.0,0.0,26.0,0.0,9.0,11.0,68.0,55.0,24.0,26.0,13.0,0.0,0.0
Puducherry,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,39.0,0.0,43.0,0.0,39.0,0.0,0.0,0.0,5.0,9.0,39.0,39.0,43.0,0.0,0.0
Punjab,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,2.0,4.0,18.0,0.0,2.0,1.0,22.0,0.0,22.0,13.0,43.0,29.0,32.0,18.0,4.0,0.0,0.0
Rajasthan,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,16.0,0.0,68.0,0.0,32.0,0.0,68.0,0.0,0.0,0.0,325.0,305.0,68.0,68.0,48.0,0.0,0.0
Sikkim,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,22.0,0.0,5231.0,2.0,5056.0,0.0,5231.0,0.0,2.0,1.0,459.0,308.0,5232.0,5231.0,5078.0,0.0,0.0
Tripura,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,5.0,0.0,23.0,0.0,39.0,0.0,23.0,0.0,4.0,1.0,103.0,124.0,26.0,23.0,44.0,0.0,0.0
Uttarakhand,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
West Bengal,2001.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,2.0,0.0,51.0,0.0,0.0,0.0,51.0,0.0,55.0,75.0,110.0,61.0,31.0,51.0,2.0,0.0,0.0
Andaman & Nicobar Islands,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,133.0,0.0,853.0,0.0,629.0,2.0,853.0,0.0,49.0,33.0,498.0,407.0,871.0,853.0,762.0,0.0,0.0
Arunachal Pradesh,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Assam,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,6.0,4.0,8.0,1.0,1.0,0.0,12.0,0.0,28.0,16.0,19.0,19.0,24.0,8.0,7.0,0.0,0.0
Bihar,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,12.0,0.0,7.0,0.0,2.0,0.0,7.0,0.0,12.0,9.0,74.0,81.0,10.0,7.0,14.0,0.0,0.0
Chandigarh,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,26.0,22.0,3.0,4.0,0.0,0.0,0.0
Chhattisgarh,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,4.0,0.0,12.0,0.0,2.0,0.0,12.0,0.0,1.0,1.0,25.0,19.0,12.0,12.0,6.0,0.0,0.0
Dadra & Nagar Haveli,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0
Delhi,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,27.0,1.0,64.0,0.0,34.0,0.0,65.0,0.0,82.0,78.0,668.0,665.0,69.0,64.0,61.0,0.0,0.0
Goa,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,6.0,0.0,25.0,0.0,28.0,0.0,25.0,0.0,0.0,0.0,15.0,24.0,25.0,25.0,34.0,0.0,0.0
Gujarat,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,1.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,3.0,0.0,230.0,177.0,57.0,54.0,1.0,0.0,0.0
Haryana,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,6.0,0.0,31.0,0.0,1.0,0.0,31.0,0.0,3.0,2.0,66.0,42.0,32.0,31.0,7.0,0.0,0.0
Himachal Pradesh,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0
Jammu & Kashmir,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,13.0,9.0,3.0,4.0,0.0,0.0,0.0
Jharkhand,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,14.0,14.0,3.0,1.0,1.0,0.0,0.0
Karnataka,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,129.0,0.0,1381.0,2.0,1212.0,0.0,1381.0,0.0,15.0,8.0,712.0,674.0,1388.0,1381.0,1341.0,0.0,0.0
Kerala,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,21.0,1.0,126.0,4.0,38.0,0.0,127.0,0.0,30.0,25.0,339.0,276.0,132.0,126.0,59.0,0.0,0.0
Lakshadweep,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,15.0,0.0,6.0,0.0,15.0,0.0,0.0,1.0,61.0,52.0,14.0,15.0,6.0,0.0,0.0
Maharashtra,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,41.0,0.0,151.0,4.0,35.0,0.0,151.0,0.0,502.0,471.0,2142.0,2071.0,182.0,151.0,76.0,0.0,0.0
Manipur,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0
Meghalaya,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
Mizoram,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0
Odisha,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,12.0,0.0,18.0,0.0,3.0,0.0,18.0,0.0,15.0,9.0,71.0,68.0,24.0,18.0,15.0,0.0,0.0
Puducherry,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,2.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,3.0,5.0,27.0,27.0,29.0,0.0,0.0
Punjab,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,8.0,1.0,33.0,0.0,1.0,2.0,34.0,0.0,24.0,22.0,67.0,43.0,38.0,33.0,9.0,0.0,0.0
Rajasthan,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,23.0,0.0,54.0,0.0,18.0,0.0,54.0,0.0,1.0,0.0,338.0,325.0,55.0,54.0,41.0,0.0,0.0
Sikkim,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,23.0,1.0,3508.0,3.0,3464.0,1.0,3509.0,0.0,13.0,2.0,477.0,459.0,3530.0,3508.0,3487.0,0.0,9.0
Tripura,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,8.0,0.0,45.0,0.0,20.0,0.0,45.0,0.0,1.0,4.0,120.0,103.0,42.0,45.0,28.0,0.0,0.0
Uttarakhand,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2002.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,3.0,2.0,18.0,0.0,5.0,0.0,20.0,0.0,77.0,55.0,120.0,110.0,42.0,18.0,8.0,0.0,0.0
Andaman & Nicobar Islands,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,163.0,0.0,331.0,4.0,111.0,0.0,331.0,0.0,67.0,49.0,551.0,498.0,349.0,331.0,274.0,0.0,0.0
Arunachal Pradesh,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Assam,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,3.0,3.0,13.0,0.0,1.0,0.0,16.0,0.0,34.0,28.0,28.0,19.0,22.0,13.0,4.0,0.0,0.0
Bihar,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,5.0,0.0,7.0,0.0,3.0,0.0,7.0,0.0,14.0,12.0,73.0,74.0,9.0,7.0,8.0,0.0,0.0
Chandigarh,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,28.0,26.0,4.0,2.0,0.0,0.0,0.0
Chhattisgarh,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,5.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,28.0,25.0,7.0,8.0,5.0,0.0,0.0
Dadra & Nagar Haveli,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
Daman & Diu,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,22.0,0.0,52.0,0.0,40.0,0.0,52.0,0.0,76.0,82.0,658.0,668.0,46.0,52.0,62.0,0.0,0.0
Goa,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,1.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,1.0,0.0,14.0,15.0,25.0,24.0,25.0,0.0,0.0
Gujarat,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,5.0,0.0,77.0,0.0,0.0,0.0,77.0,0.0,0.0,3.0,302.0,230.0,74.0,77.0,5.0,0.0,0.0
Haryana,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,2.0,1.0,59.0,0.0,0.0,0.0,60.0,0.0,0.0,3.0,123.0,66.0,57.0,59.0,2.0,0.0,0.0
Himachal Pradesh,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,9.0,3.0,5.0,6.0,0.0,0.0,0.0
Jammu & Kashmir,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,13.0,13.0,2.0,1.0,1.0,0.0,0.0
Jharkhand,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,1.0,0.0,7.0,0.0,1.0,0.0,7.0,0.0,2.0,3.0,19.0,14.0,6.0,7.0,2.0,0.0,0.0
Karnataka,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,75.0,3.0,1350.0,2.0,1215.0,0.0,1353.0,1.0,22.0,15.0,770.0,712.0,1361.0,1350.0,1290.0,0.0,0.0
Kerala,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,21.0,4.0,149.0,6.0,84.0,0.0,153.0,1.0,35.0,30.0,377.0,339.0,159.0,149.0,105.0,0.0,0.0
Lakshadweep,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,4.0,0.0,33.0,0.0,11.0,0.0,33.0,0.0,0.0,0.0,76.0,58.0,33.0,33.0,15.0,0.0,0.0
Maharashtra,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,73.0,1.0,177.0,1.0,19.0,0.0,178.0,0.0,503.0,502.0,2226.0,2142.0,179.0,177.0,92.0,0.0,0.0
Manipur,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Mizoram,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0
Odisha,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,15.0,0.0,17.0,0.0,5.0,0.0,17.0,0.0,9.0,15.0,68.0,71.0,11.0,17.0,20.0,0.0,0.0
Puducherry,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,1.0,0.0,13.0,0.0,11.0,0.0,13.0,0.0,0.0,0.0,4.0,3.0,13.0,13.0,12.0,0.0,0.0
Punjab,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,16.0,0.0,46.0,0.0,3.0,0.0,46.0,0.0,32.0,24.0,94.0,67.0,54.0,46.0,19.0,0.0,0.0
Rajasthan,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,20.0,0.0,51.0,0.0,17.0,0.0,51.0,0.0,1.0,1.0,352.0,338.0,51.0,51.0,37.0,0.0,0.0
Sikkim,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tamil Nadu,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,152.0,2.0,2609.0,0.0,2408.0,0.0,2611.0,0.0,240.0,12.0,526.0,477.0,2839.0,2609.0,2560.0,0.0,0.0
Tripura,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2003.0,Immoral Traffic (Prevention) Act,08. Immoral Traffic Prevention Act,1956.0,10.0,1.0,46.0,0.0,32.0,0.0,47.0,0.0,1.0,1.0,124.0,120.0,47.0,46.0,42.0,0.0,0.0
