Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Acquitted_or_Discharged,Cases_charge_sheets_were_not_laid_but_Final_Report_submitted,Cases_Chargesheeted,Cases_Compounded_or_Withdrawn,Cases_Convicted,Cases_Declared_False_on_Account_of_Mistake_of_Fact_or_of_Law,Cases_Investigated_Chargesheets+FR_Submitted,Cases_not_Investigated_or_in_which_investigation_was_refused,Cases_Pending_Investigation_at_Year_End,Cases_Pending_Investigation_from_previous_year,Cases_Pending_Trial_at_Year_End,Cases_Pending_Trial_from_the_previous_year,Cases_Reported,Cases_Sent_for_Trial,Cases_Trials_Completed,Cases_Withdrawn_by_the_Govt,Cases_withdrawn_by_the_Govt_during_investigation,Total_Cases_for_Trial
Tamil Nadu,2006.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,2006.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2006.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttarakhand,2006.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2006.0,Importation of Girls,07. Importation of Girls,1.0,19.0,11.0,0.0,1.0,0.0,30.0,0.0,43.0,72.0,14.0,5.0,1.0,11.0,2.0,0.0,0.0,16.0
Andaman & Nicobar Islands,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Arunachal Pradesh,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
Bihar,2007.0,Importation of Girls,07. Importation of Girls,31.0,2.0,53.0,0.0,5.0,10.0,55.0,0.0,50.0,59.0,198.0,181.0,56.0,53.0,36.0,0.0,0.0,234.0
Chandigarh,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2007.0,Importation of Girls,07. Importation of Girls,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Dadra & Nagar Haveli,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2007.0,Importation of Girls,07. Importation of Girls,0.0,1.0,0.0,2.0,0.0,23.0,1.0,2.0,14.0,40.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
Karnataka,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Maharashtra,2007.0,Importation of Girls,07. Importation of Girls,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Manipur,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0
Puducherry,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Sikkim,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttarakhand,2007.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2007.0,Importation of Girls,07. Importation of Girls,4.0,4.0,17.0,0.0,0.0,0.0,21.0,0.0,27.0,43.0,27.0,14.0,5.0,17.0,4.0,0.0,0.0,31.0
Andaman & Nicobar Islands,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Arunachal Pradesh,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2008.0,Importation of Girls,07. Importation of Girls,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0
Bihar,2008.0,Importation of Girls,07. Importation of Girls,24.0,3.0,39.0,0.0,3.0,0.0,42.0,0.0,30.0,50.0,210.0,198.0,22.0,39.0,27.0,0.0,0.0,237.0
Chandigarh,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2008.0,Importation of Girls,07. Importation of Girls,19.0,11.0,26.0,2.0,4.0,8.0,37.0,0.0,8.0,14.0,7.0,6.0,39.0,26.0,23.0,0.0,0.0,32.0
Karnataka,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Kerala,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Maharashtra,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0
Puducherry,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab,2008.0,Importation of Girls,07. Importation of Girls,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,2008.0,Importation of Girls,07. Importation of Girls,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0
Sikkim,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttarakhand,2008.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2008.0,Importation of Girls,07. Importation of Girls,11.0,11.0,5.0,0.0,1.0,0.0,16.0,0.0,16.0,27.0,20.0,27.0,5.0,5.0,12.0,0.0,0.0,32.0
Andaman & Nicobar Islands,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Arunachal Pradesh,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
Bihar,2009.0,Importation of Girls,07. Importation of Girls,2.0,0.0,23.0,0.0,4.0,5.0,23.0,0.0,33.0,30.0,227.0,210.0,31.0,23.0,6.0,0.0,0.0,233.0
Chandigarh,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2009.0,Importation of Girls,07. Importation of Girls,2.0,3.0,7.0,0.0,2.0,0.0,10.0,0.0,4.0,8.0,10.0,7.0,6.0,7.0,4.0,0.0,0.0,14.0
Karnataka,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Kerala,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0
Maharashtra,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Mizoram,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,12.0
Puducherry,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Sikkim,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttarakhand,2009.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2009.0,Importation of Girls,07. Importation of Girls,11.0,2.0,9.0,0.0,0.0,0.0,11.0,0.0,10.0,16.0,18.0,20.0,5.0,9.0,11.0,0.0,0.0,29.0
Andaman & Nicobar Islands,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Arunachal Pradesh,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Bihar,2010.0,Importation of Girls,07. Importation of Girls,5.0,1.0,9.0,0.0,1.0,0.0,10.0,0.0,31.0,33.0,230.0,227.0,8.0,9.0,6.0,0.0,0.0,236.0
Chandigarh,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
Dadra & Nagar Haveli,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2010.0,Importation of Girls,07. Importation of Girls,1.0,2.0,3.0,0.0,3.0,0.0,5.0,0.0,7.0,4.0,9.0,10.0,8.0,3.0,4.0,0.0,0.0,13.0
Karnataka,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2010.0,Importation of Girls,07. Importation of Girls,1.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,3.0,5.0,5.0,1.0,0.0,0.0,8.0
Maharashtra,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2010.0,Importation of Girls,07. Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2010.0,Importation of Girls,07. Importation of Girls,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
